27,27,0
26209,131536,1
26210,131536,1
510,510,0
662,662,0
62849,131818,0
62850,131818,0
69677,131828,0
69676,131828,0
5240,132006,0
5241,132006,0
5242,132006,0
1212,1212,0
1400,1400,2
63639,132799,0
64013,132799,0
1882,1882,0
1919,1919,0
1922,1922,0
1924,1924,0
1926,1926,0
1971,1971,0
2347,2347,0
2351,2351,0
2359,2359,0
2369,2369,0
3005,3005,0
3058,3058,0
3107,3107,0
14963,134250,1
14589,134250,1
3395,3395,0
3431,3431,0
0,134564,0
1122,134564,0
374,134564,0
748,134564,0
3506,3506,0
50386,134685,0
50761,134685,0
51135,134685,0
11028,134767,0
11400,134767,0
11401,134767,0
11625,134820,0
11626,134820,0
30021,134899,0
29647,134899,0
3855,3855,0
65520,134987,0
65519,134987,0
4234,4234,0
4254,4254,0
4262,4262,0
43110,135450,0
43111,135450,0
43112,135450,0
4485,4485,0
4603,4603,0
1253,135899,0
1628,135899,0
1629,135899,0
1630,135899,0
56865,135955,0
56866,135955,0
4893,4893,0
4982,4982,0
5003,5003,0
5141,5141,0
5371,5371,0
72769,136647,0
72768,136647,0
72394,136647,0
72397,136647,0
72396,136647,0
72767,136647,0
4400,136713,0
4773,136713,0
5647,5647,0
5659,5659,0
5828,5828,0
5904,5904,0
5984,5984,0
78800,137171,1
79923,137171,1
79174,137171,1
80297,137171,1
79548,137171,1
6104,6104,0
6113,6113,0
6237,6237,0
6255,6255,0
6349,6349,1
9432,137430,0
9433,137430,0
6371,6371,0
6497,6497,0
6538,6538,1
6740,6740,0
62505,137858,0
62506,137858,0
5627,138029,0
5628,138029,0
7240,7240,0
14290,138319,0
14664,138319,0
7246,7246,0
47011,138371,0
47012,138371,0
66317,138432,1
66316,138432,1
10720,138499,0
10346,138499,0
7659,7659,0
11659,138797,0
11660,138797,0
3812,138904,0
3813,138904,0
7903,7903,0
38141,138977,0
38142,138977,0
7974,7974,0
17570,139052,0
17571,139052,0
7996,7996,0
64353,139082,0
64354,139082,0
64355,139082,0
8237,8237,0
8239,8239,0
77141,139414,0
77142,139414,0
8367,8367,0
8605,8605,0
8607,8607,0
11649,139690,0
11275,139690,0
8657,8657,0
8791,8791,0
26518,140018,0
26890,140018,0
26891,140018,0
9038,9038,0
9609,9609,0
9625,9625,0
53507,140752,0
52759,140752,0
53133,140752,0
9818,9818,0
70379,140948,0
70378,140948,0
70381,140948,0
70380,140948,0
70382,140948,0
9881,9881,1
9897,9897,0
9970,9970,0
9975,9975,0
10074,10074,0
10141,10141,0
10377,10377,0
10495,10495,0
10543,10543,0
10643,10643,0
10749,10749,0
33810,141973,2
33811,141973,2
10907,10907,0
38578,141993,0
38952,141993,0
29134,142126,0
29135,142126,0
11960,142201,0
12335,142201,0
38053,142282,0
38054,142282,0
38428,142282,0
11262,11262,0
11444,11444,0
79705,142578,0
79706,142578,0
11607,11607,0
11653,11653,0
193,142759,1
562,142759,1
563,142759,1
564,142759,1
565,142759,1
566,142759,1
567,142759,1
11812,11812,2
11825,11825,0
11946,11946,0
11972,11972,1
11991,11991,0
12010,12010,0
12021,12021,0
12040,12040,0
12053,12053,0
12153,12153,0
47549,143327,0
47550,143327,0
47551,143327,0
12395,12395,0
12403,12403,0
12450,12450,0
12453,12453,0
37474,143556,0
36726,143556,0
37849,143556,0
37100,143556,0
12588,12588,0
12618,12618,0
12765,12765,0
185,143843,0
559,143843,0
12787,12787,0
67077,143867,0
67079,143867,0
68199,143867,0
67078,143867,0
68201,143867,0
68200,143867,0
67825,143867,0
67827,143867,0
67826,143867,0
67451,143867,0
67453,143867,0
68573,143867,0
67452,143867,0
68575,143867,0
68574,143867,0
12807,12807,0
12809,12809,0
12831,12831,0
12837,12837,0
12877,12877,2
12947,12947,0
63273,144243,0
63274,144243,0
63275,144243,0
63276,144243,0
13304,13304,0
31362,144433,0
30612,144433,0
30987,144433,0
13441,13441,0
13681,13681,0
28801,144884,0
28802,144884,0
13838,13838,0
817,144921,0
1191,144921,0
13865,13865,0
13875,13875,0
22548,145170,0
21801,145170,0
22174,145170,0
22175,145170,0
14275,14275,0
14285,14285,0
14444,14444,0
14446,14446,0
7571,145576,0
8692,145576,0
7946,145576,0
8319,145576,0
63138,145597,0
63139,145597,0
14588,14588,1
14595,14595,1
14704,14704,0
47929,146032,0
47930,146032,0
47931,146032,0
47932,146032,0
14983,14983,0
75617,146159,0
75616,146159,0
75618,146159,0
75615,146159,0
75614,146159,0
15119,15119,0
68137,146198,0
68138,146198,0
15249,15249,0
7891,146370,0
7892,146370,0
20592,146407,0
21714,146407,0
18722,146407,0
19844,146407,0
20966,146407,0
22088,146407,0
19096,146407,0
20218,146407,0
21340,146407,0
19470,146407,0
15412,15412,0
7400,146491,0
7775,146491,0
57509,146514,0
56761,146514,0
57135,146514,0
15473,15473,1
15475,15475,0
50067,146579,0
50439,146579,0
50440,146579,0
15709,15709,0
15745,15745,0
15750,15750,1
36644,146967,0
37018,146967,0
16162,16162,0
50097,147295,0
50472,147295,0
50846,147295,0
16313,16313,0
18082,147422,1
17707,147422,1
16470,16470,0
16491,16491,0
23188,147612,0
23189,147612,0
23190,147612,0
753,147655,0
379,147655,0
25634,147712,0
25260,147712,0
10146,147755,0
11267,147755,0
12389,147755,0
10519,147755,0
11641,147755,0
10893,147755,0
10894,147755,0
12015,147755,0
24640,147923,0
25014,147923,0
16850,16850,0
16872,16872,1
32871,147944,0
32872,147944,0
16880,16880,1
16941,16941,0
16947,16947,0
16958,16958,1
10741,148253,0
11114,148253,0
6757,148296,0
6383,148296,0
17266,17266,0
17289,17289,0
17311,17311,0
17452,17452,2
66209,148577,0
66208,148577,0
66211,148577,0
66210,148577,0
66199,148577,0
66198,148577,0
66201,148577,0
66200,148577,0
66203,148577,0
66202,148577,0
66205,148577,0
66204,148577,0
66207,148577,0
66206,148577,0
30242,148598,0
29867,148598,0
17567,17567,0
28039,148725,0
28414,148725,0
17695,17695,0
3341,148816,0
3342,148816,0
3343,148816,0
2642,148857,0
2643,148857,0
46738,148937,0
47112,148937,0
25526,148973,0
25527,148973,0
17926,17926,0
17940,17940,0
18058,18058,0
18064,18064,0
12386,149188,0
12758,149188,0
12759,149188,0
12012,149188,0
18205,18205,0
46116,149453,0
45740,149453,0
45741,149453,0
74913,149517,0
72295,149517,0
73417,149517,0
73416,149517,0
74539,149517,0
73419,149517,0
71921,149517,0
73043,149517,0
73042,149517,0
73045,149517,0
74165,149517,0
73044,149517,0
75287,149517,0
71547,149517,0
72671,149517,0
73791,149517,0
72670,149517,0
18451,18451,0
18574,18574,0
18590,18590,0
18749,18749,1
18805,18805,0
18829,18829,1
28787,150064,0
28036,150064,0
28411,150064,0
28412,150064,0
