1,156
1,25615
2,239
2,12257
2,17129
2,17130
2,14879
2,15625
2,15998
2,23425
2,24548
2,25294
2,2466
1,13837
1,26544
1,34963
1,27675
1,2985
1,14581
1,1094
1,26553
1,11967
1,32792
1,14568
1,34660
1,15327
1,11939
1,14571
1,15315
1,26543
1,38735
1,15316
1,26541
1,37159
1,2234
1,2238
1,33902
1,22796
1,28423
1,32534
1,25782
1,23078
1,16811
1,22813
1,31748
1,1862
1,1113
1,29126
1,2213
1,2959
1,8195
1,25792
1,27980
1,35036
1,7105
1,30663
1,11193
1,11191
1,11189
1,17561
1,23159
1,27262
1,25033
1,25772
1,25775
1,26885
1,14200
1,29086
1,368
1,372
1,29902
1,24119
1,28007
1,34585
1,9315
1,13644
1,10058
1,14172
1,14545
1,14173
1,15296
1,15298
1,13425
1,19028
1,21639
1,15295
1,10060
1,12311
1,28030
1,30643
1,31012
1,31018
1,32516
1,26908
1,32891
1,35508
1,34387
1,32892
1,35514
1,32894
1,35041
1,19770
1,32080
1,37687
1,33589
1,33588
1,32837
1,35824
1,32075
1,32090
1,32081
1,29102
1,365
1,8975
1,35807
1,40669
1,361
1,14180
1,14929
1,2611
1,2609
1,26159
1,30483
1,26147
1,36170
1,18289
1,14943
1,28043
1,2617
1,32910
1,38520
1,41510
1,36269
1,38141
1,38140
1,18287
1,26170
1,34008
1,17188
1,31704
1,28049
1,37532
1,16415
1,27636
1,2605
1,26165
1,38131
1,36983
1,42243
1,38488
1,39610
1,49345
1,44485
1,43732
1,43727
1,42612
1,51589
1,54963
1,54972
1,56099
1,53464
1,51593
1,43356
1,38129
1,26166
1,27633
1,11562
1,36993
1,37738
1,36198
1,11566
1,42634
1,16416
1,19781
1,11564
1,24305
1,24683
1,35108
1,28749
1,29121
1,28746
1,29119
1,28745
1,28748
1,43361
1,38890
1,30268
1,25408
1,25410
1,25411
1,54603
1,52733
1,17162
1,25420
1,26128
1,11574
1,29545
1,14959
1,15333
1,16829
1,16080
1,20195
1,35857
1,8601
1,31385
1,22782
1,36642
1,1697
1,9683
1,9306
1,10801
1,31388
1,34194
1,33244
1,742
1,48975
1,51218
