1,67559,0.0
1,81746,0.0
1,70557,0.0
1,47328,0.0
1,81743,0.0
1,71658,0.0
1,51035,0.0
1,74573,0.0
1,75314,0.0
1,77539,0.0
1,73410,0.0
1,82382,0.0
1,82381,0.0
1,82004,0.0
1,82001,0.0
1,58437,0.0
1,59187,0.0
1,68530,0.0
1,77924,0.0
1,65165,0.0
1,78281,0.0
1,78659,0.0
1,79028,0.0
1,79034,0.0
1,78280,0.0
1,58806,0.0
1,80883,0.0
1,79787,0.0
1,79786,0.0
1,71286,0.0
1,64790,0.0
1,78302,0.0
1,80498,0.0
1,75677,0.0
1,49447,0.0
1,58779,0.0
1,52429,0.0
1,82338,0.0
1,82336,0.0
1,58796,0.0
1,58790,0.0
1,60286,0.0
1,73026,0.0
1,73027,0.0
1,49072,0.0
1,58438,0.0
1,80520,0.0
1,68882,0.0
1,59549,0.0
1,52071,0.0
1,61029,0.0
1,59535,0.0
1,61781,0.0
1,82386,0.0
1,81995,0.0
1,82366,0.0
1,81253,0.0
1,61033,0.0
1,59929,0.0
1,70785,0.0
1,78654,0.0
1,48324,0.0
1,51432,0.0
1,49196,0.0
2,56810,0.0
2,51199,0.0
2,57543,0.0
2,40669,0.0
2,59054,0.0
2,33589,0.0
2,59041,0.0
2,33588,0.0
2,52674,0.0
2,53421,0.0
2,59042,0.0
2,36170,0.0
2,64320,0.0
2,51180,0.0
2,34660,0.0
2,57169,0.0
2,59733,0.0
2,52301,0.0
2,36198,0.0
2,57184,0.0
2,57931,0.0
2,58686,0.0
2,57578,0.0
2,61327,0.0
2,37687,0.0
2,41447,0.0
2,43985,0.0
2,55947,0.0
2,43608,0.0
2,60579,0.0
2,64701,0.0
2,60958,0.0
2,55298,0.0
2,54922,0.0
2,56794,0.0
2,50452,0.0
2,35036,0.0
2,32837,0.0
2,48493,0.0
2,56739,0.0
2,35824,0.0
2,29102,0.0
2,31704,0.0
2,38796,0.0
2,39498,0.0
2,51937,0.0
2,63191,0.0
2,60491,0.0
2,62831,0.0
2,66564,0.0
2,28729,0.0
2,28731,0.0
2,50825,0.0
2,32075,0.0
2,42489,0.0
2,45878,0.0
2,67693,0.0
2,28358,0.0
2,26128,0.0
2,28749,0.0
2,28748,0.0
2,28745,0.0
2,28746,0.0
2,29121,0.0
2,29126,0.0
2,31748,0.0
2,29119,0.0
2,27980,0.0
2,29495,0.0
2,36144,0.0
2,37637,0.0
2,36889,0.0
2,36142,0.0
2,38735,0.0
2,37159,0.0
2,37532,0.0
2,32090,0.0
2,55211,0.0
2,35404,0.0
2,28354,0.0
2,30584,0.0
2,35041,0.0
2,32080,0.0
2,32081,0.0
2,28364,0.0
2,35807,0.0
2,35781,-28.590988471917534
2,55696,-28.066157232319924
2,50756,-27.885720474023692
2,45506,-27.93825110279562
2,47002,-28.727178183785433
2,39499,-29.93460912363178
2,31696,-31.328156160896896
2,17558,-31.933228622204194
2,14581,0.0
2,14568,0.0
2,14943,0.0
2,17188,0.0
2,15327,0.0
2,14571,0.0
2,15315,0.0
2,15316,0.0
2,16811,0.0
2,22813,0.0
2,19429,0.0
2,17561,0.0
2,14200,0.0
2,15691,0.0
2,22065,0.0
2,20195,0.0
2,15333,0.0
2,16829,0.0
2,14959,0.0
2,13837,0.0
2,11967,0.0
2,16080,0.0
2,17925,-31.808501840656916
2,15695,-31.76196009686805
2,20928,-31.764525023345985
2,18295,-31.780670613521842
2,14929,0.0
2,15298,0.0
2,15296,0.0
2,18289,0.0
2,18287,0.0
2,16416,0.0
2,19781,0.0
2,16415,0.0
2,14545,0.0
2,17162,0.0
2,14172,0.0
2,14173,0.0
2,13425,0.0
2,9683,0.0
2,10801,0.0
2,9306,0.0
2,19028,0.0
2,21639,0.0
2,19397,0.0
2,15295,0.0
2,10058,0.0
2,9315,0.0
2,11574,0.0
2,8195,0.0
2,11193,0.0
2,11566,0.0
2,11564,0.0
2,11939,0.0
2,11562,0.0
2,11191,0.0
2,11189,0.0
2,7448,0.0
2,5578,0.0
2,5580,0.0
2,5577,0.0
2,3333,0.0
2,2959,0.0
2,2213,0.0
2,1094,0.0
2,4825,0.0
2,4832,0.0
2,10060,0.0
2,12311,0.0
2,19770,0.0
2,720,0.0
2,7441,0.0
2,19408,0.0
2,14180,0.0
2,13795,-31.804740557599118
2,29086,0.0
2,23078,0.0
2,21242,0.0
2,23472,0.0
2,23491,0.0
2,22723,0.0
2,26084,0.0
2,14583,-31.84437150751023
2,18664,-32.097622925540875
2,32418,-32.46490794012813
2,32792,0.0
2,33163,-32.427009550406765
2,29118,-32.7404322738698
2,38488,0.0
2,36993,0.0
2,35108,0.0
2,35857,0.0
2,43356,0.0
2,43732,0.0
2,39610,0.0
2,42243,0.0
2,43361,0.0
2,43727,0.0
2,49345,0.0
2,51589,0.0
2,51593,0.0
2,44485,0.0
2,33244,0.0
2,48975,0.0
2,51218,0.0
2,49726,0.0
2,50103,0.0
2,48615,0.0
2,47867,0.0
2,46371,0.0
2,46746,0.0
2,48613,0.0
2,39997,0.0
2,38131,0.0
2,38129,0.0
2,42612,0.0
2,48982,0.0
2,48236,0.0
2,36983,0.0
2,45242,0.0
2,43747,0.0
2,43373,0.0
2,44119,0.0
2,42998,0.0
2,42623,0.0
2,41121,0.0
2,45615,0.0
2,41123,0.0
2,47096,0.0
2,44868,0.0
2,36620,0.0
2,37738,0.0
2,54963,0.0
2,53840,0.0
2,56473,0.0
2,58342,0.0
2,56099,0.0
2,54603,0.0
2,52733,0.0
2,57595,0.0
2,52359,0.0
2,42634,0.0
2,38520,0.0
2,32910,0.0
2,38141,0.0
2,38140,0.0
2,32534,0.0
2,28423,0.0
2,27675,0.0
2,26553,0.0
2,28049,0.0
2,24683,0.0
2,24305,0.0
2,26544,0.0
2,28043,0.0
2,26170,0.0
2,26543,0.0
2,26541,0.0
2,26166,0.0
2,26165,0.0
2,38890,0.0
2,25420,0.0
2,29545,0.0
2,25792,0.0
2,36642,0.0
2,41510,0.0
2,39267,0.0
2,30663,0.0
2,35155,0.0
2,23159,0.0
2,27262,0.0
2,25033,0.0
2,27636,0.0
2,26147,0.0
2,27633,0.0
2,25772,0.0
2,25775,0.0
2,22796,0.0
2,25782,0.0
2,26159,0.0
2,25408,0.0
2,25410,0.0
2,25411,0.0
2,26885,0.0
2,22782,0.0
2,25405,0.0
2,26908,0.0
2,36269,0.0
2,31410,0.0
2,35896,0.0
2,29902,0.0
2,28007,0.0
2,27284,0.0
2,41136,0.0
2,28030,0.0
2,30643,0.0
2,30268,0.0
2,31385,0.0
2,31012,0.0
2,31388,0.0
2,31018,0.0
2,32516,0.0
2,32891,0.0
2,35508,0.0
2,34008,0.0
2,34387,0.0
2,35136,0.0
2,35514,0.0
2,32892,0.0
2,32894,0.0
2,54972,0.0
2,31392,0.0
2,35883,0.0
2,45621,0.0
2,45247,0.0
2,53464,0.0
2,24639,0.0
2,50473,0.0
2,45619,0.0
2,30270,-32.776725700486324
2,31024,-32.8686235022071
2,32154,-33.02906353440257
2,34007,-33.223789316977246
2,31777,-33.4745081455957
2,31406,-33.89400912649454
1,66733,-34.1498836007049
1,52161,-33.757102431678135
1,51067,-33.69056613166349
1,72792,-33.652772967094066
1,73372,-33.626577414727215
1,74495,0.0
1,72624,0.0
1,71503,0.0
1,75617,0.0
1,70007,0.0
1,70755,0.0
1,69633,0.0
1,68886,0.0
1,67016,0.0
1,68887,0.0
1,68885,0.0
1,73374,0.0
1,70008,0.0
1,69260,0.0
1,69261,0.0
1,70380,0.0
1,77488,-33.55483527255538
1,81977,0.0
1,81974,0.0
1,81602,0.0
1,81226,0.0
1,75245,-33.555116532913786
1,58132,-33.678587156585905
1,64399,-33.96830767151562
1,64025,-33.895340367768256
1,52522,-34.40759775471737
1,74936,0.0
1,52520,0.0
2,30652,-34.63423924196992
1,63649,-35.16029306308684
2,23474,-35.35340748977368
1,77484,-35.96923768357916
2,1463,-36.21880189558803
1,61222,-36.62498364479114
1,82561,0.0
1,63474,0.0
1,63100,0.0
1,53422,-35.14683864346284
1,62154,-35.429941506443974
1,71660,-35.704516553394654
1,80248,-36.029537259851764
1,64023,-36.488420312117526
1,62899,-36.99878834360851
2,32042,-37.156456822107444
2,32408,-37.12061094172217
1,51021,-37.54227816279058
1,51382,-37.70201597957687
2,26503,-38.040708530187274
1,52149,-38.24274007274148
1,52154,-38.75098094315781
2,1077,-38.963743184348054
2,323,0.0
2,701,0.0
2,325,0.0
2,334,0.0
2,330,0.0
2,328,0.0
2,329,0.0
1,48704,-39.48326725501502
2,41500,-39.79919310107927
1,51765,-40.30128711682792
2,48618,-40.968786031352906
1,45279,-41.096168888893935
1,47167,0.0
1,47919,0.0
1,66246,0.0
1,67720,0.0
1,67718,0.0
1,68100,0.0
1,68099,0.0
1,68847,0.0
1,68848,0.0
1,69222,0.0
1,69596,0.0
1,68087,0.0
1,66213,0.0
1,63969,0.0
1,66199,0.0
1,66198,0.0
1,63954,0.0
1,69577,0.0
1,66947,0.0
1,66946,0.0
1,66955,0.0
1,66572,0.0
1,68085,0.0
1,68443,0.0
1,68817,0.0
1,68818,0.0
1,67333,0.0
1,68444,0.0
1,67329,0.0
1,69969,0.0
1,69968,0.0
1,63223,0.0
1,66597,0.0
1,66596,0.0
1,69967,-41.24874828641904
1,70339,-41.408233160207146
1,70713,-41.39530089762891
1,70712,-41.38239546493071
1,70706,-41.460534379229856
1,71450,0.0
1,70325,0.0
1,71439,0.0
1,72196,0.0
1,70700,0.0
1,71084,-41.6751941427415
1,70341,-42.01332847214357
1,70715,0.0
2,53823,-42.05808564678248
1,71845,-42.415514162224476
1,68464,-42.80451545379511
2,66064,-43.06714956515796
1,68849,-43.243700151499326
1,38745,-43.626518243374896
1,49234,-43.50004153158997
1,75360,-43.85812380535569
1,79088,-44.03892755492518
2,29106,-44.08077460703764
2,41831,0.0
1,69191,-44.39425509872072
1,74052,0.0
1,69938,0.0
1,74800,0.0
1,76671,0.0
1,71809,0.0
1,75549,0.0
1,70312,0.0
1,77420,0.0
1,71435,0.0
1,77048,0.0
1,82291,0.0
1,82294,0.0
1,77419,-44.27396001731058
1,81906,0.0
1,71085,-44.62141704533356
1,57106,-44.98837651450386
2,53824,-45.05271805372773
1,52244,-45.26794755321599
1,49082,-45.625042015418025
2,32034,-45.91037517750129
2,20440,-45.90118927983751
2,21186,0.0
2,23425,0.0
2,24548,0.0
2,25294,0.0
2,22294,0.0
2,23041,0.0
2,23047,0.0
2,22290,0.0
2,22291,0.0
2,16704,0.0
2,21921,0.0
2,21917,0.0
1,80997,-46.0011318993986
1,52140,-46.36366782571825
1,51355,0.0
1,52504,0.0
1,51413,-46.71623835877452
2,56838,-46.923374039297244
1,71459,-47.03804352912215
1,48449,-47.37083111548475
1,71086,-47.70309110999804
2,14185,-47.86096266038112
2,13441,-47.867334548437995
1,71089,-48.04420093623834
1,74611,-48.384569872435776
1,51410,-48.70475090587551
